Run ID,Event ID,QP Creation Time [ns],Patch Copy Number,Patch IX,Patch IY,Patch Center X [um],Patch Center Y [um],QPs Created
0,15118,9128.19,839,2,1,400,200,4
0,15147,3387.8,1502,19,1,3800,200,2
0,15150,119588,839,2,1,400,200,2
0,15154,30420.2,1502,19,1,3800,200,2
0,15159,30869.3,839,2,1,400,200,6
0,15163,12073.2,1502,19,1,3800,200,2
0,15166,30788.6,839,2,1,400,200,2
0,15174,65711.3,1502,19,1,3800,200,6
0,15178,15889.3,1502,19,1,3800,200,4
0,15179,4679.32,1502,19,1,3800,200,4
0,15192,88723.7,1502,19,1,3800,200,2
0,15199,46319.6,1502,19,1,3800,200,2
0,15204,73843.5,1502,19,1,3800,200,2
0,15204,100849,839,2,1,400,200,2
0,15205,50734.6,839,2,1,400,200,2
0,15227,16580.2,1502,19,1,3800,200,2
0,15227,2313.89,839,2,1,400,200,2
0,15232,695.77,839,2,1,400,200,8
0,15237,158863,839,2,1,400,200,2
0,15237,19807.1,839,2,1,400,200,2
0,15238,51587.8,1502,19,1,3800,200,4
0,15243,5686.56,1502,19,1,3800,200,4
0,15252,273.912,839,2,1,400,200,2
0,15264,56826.9,839,2,1,400,200,2
0,19265,64611.5,1502,19,1,3800,200,2
0,19270,172781,839,2,1,400,200,4
0,19273,27276.5,1502,19,1,3800,200,4
0,19292,10363.1,1502,19,1,3800,200,4
0,19295,23698.4,1502,19,1,3800,200,2
0,19311,26748.4,1502,19,1,3800,200,4
0,19312,310.535,839,2,1,400,200,2
0,19329,42034.3,1502,19,1,3800,200,6
0,19349,18833.2,1502,19,1,3800,200,2
0,19354,1762.53,839,2,1,400,200,2
0,19354,3544.98,1502,19,1,3800,200,4
0,19364,157209,1502,19,1,3800,200,2
0,19375,11701.2,839,2,1,400,200,2
0,19405,2304.34,839,2,1,400,200,18
0,19420,86231.2,1502,19,1,3800,200,2
0,22755,16292.7,1502,19,1,3800,200,2
0,22758,23848.7,839,2,1,400,200,4
0,22772,97256.6,1502,19,1,3800,200,2
0,22780,29981.2,839,2,1,400,200,4
0,22792,91.3163,839,2,1,400,200,10
0,22798,463.569,839,2,1,400,200,4
0,22801,1814.07,839,2,1,400,200,2
0,22818,67505.6,839,2,1,400,200,2
0,22837,8802.95,1502,19,1,3800,200,2
0,22841,43818.7,839,2,1,400,200,2
0,22849,169415,839,2,1,400,200,2
0,22863,1096.53,839,2,1,400,200,6
0,22868,42459.1,839,2,1,400,200,4
0,22873,57507.4,839,2,1,400,200,2
0,22877,82850.6,839,2,1,400,200,2
0,22879,9529.13,1502,19,1,3800,200,4
0,22887,93983.5,839,2,1,400,200,2
0,22887,809.809,839,2,1,400,200,4
0,22889,45743.9,1502,19,1,3800,200,2
0,22890,48154.6,1502,19,1,3800,200,2
0,22898,45587.6,1502,19,1,3800,200,2
0,22907,11908.4,839,2,1,400,200,2
0,26062,28703,839,2,1,400,200,4
